Analysis_Number,Analysis_Family,Relative_Path,Filename,Rows,Columns,Status
24,EEGNet Feature-Space Analysis,eegnet_feature_space/embedding_dimension_summary.csv,embedding_dimension_summary.csv,9,5,Loaded
24,EEGNet Feature-Space Analysis,eegnet_feature_space/feature_space_paired_statistics.csv,feature_space_paired_statistics.csv,4,6,Loaded
24,EEGNet Feature-Space Analysis,eegnet_feature_space/feature_space_vs_eegnet_benefit.csv,feature_space_vs_eegnet_benefit.csv,20,6,Loaded
24,EEGNet Feature-Space Analysis,eegnet_feature_space/pairwise_feature_space_distances.csv,pairwise_feature_space_distances.csv,54,7,Loaded
24,EEGNet Feature-Space Analysis,eegnet_feature_space/subject_eegnet_feature_space_results.csv,subject_eegnet_feature_space_results.csv,9,29,Loaded
25,Common EEGNet Feature-Space Analysis,common_eegnet_feature_space/common_network_confusion_changes.csv,common_network_confusion_changes.csv,144,6,Loaded
25,Common EEGNet Feature-Space Analysis,common_eegnet_feature_space/common_network_confusion_summary.csv,common_network_confusion_summary.csv,16,5,Loaded
25,Common EEGNet Feature-Space Analysis,common_eegnet_feature_space/common_network_feature_correlations.csv,common_network_feature_correlations.csv,3,9,Loaded
25,Common EEGNet Feature-Space Analysis,common_eegnet_feature_space/common_network_pairwise_correlations.csv,common_network_pairwise_correlations.csv,6,9,Loaded
25,Common EEGNet Feature-Space Analysis,common_eegnet_feature_space/common_network_pairwise_results.csv,common_network_pairwise_results.csv,54,7,Loaded
25,Common EEGNet Feature-Space Analysis,common_eegnet_feature_space/common_network_subject_results.csv,common_network_subject_results.csv,9,17,Loaded
26,Class-Specific Feature Compactness and Confusion,class_specific_compactness/class_compactness_paired_tests.csv,class_compactness_paired_tests.csv,4,6,Loaded
26,Class-Specific Feature Compactness and Confusion,class_specific_compactness/class_compactness_vs_global_f1.csv,class_compactness_vs_global_f1.csv,4,5,Loaded
26,Class-Specific Feature Compactness and Confusion,class_specific_compactness/class_specific_compactness.csv,class_specific_compactness.csv,36,15,Loaded
26,Class-Specific Feature Compactness and Confusion,class_specific_compactness/class_specific_confusion_changes.csv,class_specific_confusion_changes.csv,144,6,Loaded
26,Class-Specific Feature Compactness and Confusion,class_specific_compactness/compactness_vs_class_accuracy.csv,compactness_vs_class_accuracy.csv,4,5,Loaded
26,Class-Specific Feature Compactness and Confusion,class_specific_compactness/compactness_vs_error_change.csv,compactness_vs_error_change.csv,4,5,Loaded
26,Class-Specific Feature Compactness and Confusion,class_specific_compactness/subject_class_error_changes.csv,subject_class_error_changes.csv,36,5,Loaded
26,Class-Specific Feature Compactness and Confusion,class_specific_compactness/subject_compactness_summary.csv,subject_compactness_summary.csv,9,11,Loaded
27,EEGNet Decision-Margin Analysis,decision_margin_analysis/class_decision_margin_paired_tests.csv,class_decision_margin_paired_tests.csv,4,6,Loaded
27,EEGNet Decision-Margin Analysis,decision_margin_analysis/class_decision_margin_results.csv,class_decision_margin_results.csv,36,13,Loaded
27,EEGNet Decision-Margin Analysis,decision_margin_analysis/class_margin_vs_class_accuracy.csv,class_margin_vs_class_accuracy.csv,4,5,Loaded
27,EEGNet Decision-Margin Analysis,decision_margin_analysis/class_specific_error_change.csv,class_specific_error_change.csv,4,4,Loaded
27,EEGNet Decision-Margin Analysis,decision_margin_analysis/competitor_transitions.csv,competitor_transitions.csv,36,4,Loaded
27,EEGNet Decision-Margin Analysis,decision_margin_analysis/decision_margin_final_summary.csv,decision_margin_final_summary.csv,19,2,Loaded
27,EEGNet Decision-Margin Analysis,decision_margin_analysis/margin_outcome_transitions.csv,margin_outcome_transitions.csv,6,7,Loaded
27,EEGNet Decision-Margin Analysis,decision_margin_analysis/subject_decision_margin_results.csv,subject_decision_margin_results.csv,9,11,Loaded
27,EEGNet Decision-Margin Analysis,decision_margin_analysis/trial_level_decision_margins.csv,trial_level_decision_margins.csv,2368,18,Loaded
28,Full-Duration Sensorimotor ERD/ERS,full_duration_erd_ers/full_duration_class_erd_ers.csv,full_duration_class_erd_ers.csv,216,11,Loaded
28,Full-Duration Sensorimotor ERD/ERS,full_duration_erd_ers/full_duration_class_erd_ers_tests.csv,full_duration_class_erd_ers_tests.csv,24,8,Loaded
28,Full-Duration Sensorimotor ERD/ERS,full_duration_erd_ers/full_duration_erd_ers_final_summary.csv,full_duration_erd_ers_final_summary.csv,20,2,Loaded
28,Full-Duration Sensorimotor ERD/ERS,full_duration_erd_ers/full_duration_erd_ers_vs_accuracy.csv,full_duration_erd_ers_vs_accuracy.csv,6,6,Loaded
28,Full-Duration Sensorimotor ERD/ERS,full_duration_erd_ers/full_duration_erd_ers_vs_f1.csv,full_duration_erd_ers_vs_f1.csv,6,6,Loaded
28,Full-Duration Sensorimotor ERD/ERS,full_duration_erd_ers/full_duration_hand_lateralization.csv,full_duration_hand_lateralization.csv,18,8,Loaded
28,Full-Duration Sensorimotor ERD/ERS,full_duration_erd_ers/full_duration_hand_lateralization_tests.csv,full_duration_hand_lateralization_tests.csv,4,7,Loaded
28,Full-Duration Sensorimotor ERD/ERS,full_duration_erd_ers/full_duration_motor_band_correlations.csv,full_duration_motor_band_correlations.csv,2,9,Loaded
28,Full-Duration Sensorimotor ERD/ERS,full_duration_erd_ers/full_duration_paired_erd_ers_tests.csv,full_duration_paired_erd_ers_tests.csv,6,9,Loaded
28,Full-Duration Sensorimotor ERD/ERS,full_duration_erd_ers/full_duration_subject_erd_ers.csv,full_duration_subject_erd_ers.csv,54,8,Loaded
28,Full-Duration Sensorimotor ERD/ERS,full_duration_erd_ers/full_duration_temporal_erd_ers.csv,full_duration_temporal_erd_ers.csv,3996,11,Loaded
29,Final Statistical Validation and LOO Robustness,final_validation/final_leave_one_subject_out.csv,final_leave_one_subject_out.csv,9,16,Loaded
29,Final Statistical Validation and LOO Robustness,final_validation/final_master_validation_table.csv,final_master_validation_table.csv,9,11,Loaded
29,Final Statistical Validation and LOO Robustness,final_validation/final_primary_statistics.csv,final_primary_statistics.csv,2,19,Loaded
29,Final Statistical Validation and LOO Robustness,final_validation/final_subject_level_results.csv,final_subject_level_results.csv,9,9,Loaded
