Subject,Run,Trial,Onset,True_Class,Window_Index,Window_Start_s,Window_End_s,Overall_Central_R2,Theta_Central_R2,Alpha_Mu_Central_R2,Beta_Central_R2,Gamma_Central_R2
A02,8,42,82642,3,6,1.488,1.988,0.592652216632758,0.543170641413065,0.8511802137629799,0.2993003182387765,0.6794985855257369
A02,8,42,82642,3,7,1.736,2.236,0.4599799374175421,0.3248011295147292,0.6801758359363704,0.385890460842737,0.2602491180891509
A02,8,42,82642,3,8,1.984,2.484,0.2136410282661009,0.3270069189789367,0.5491348638914567,0.0377568102634437,0.0
A02,8,42,82642,3,9,2.232,2.732,0.0,0.1778456336798567,0.4135995613033011,0.0,0.0
A02,8,42,82642,3,10,2.48,2.98,0.0517155437776599,0.2221338641618626,0.4208114990430137,0.0,0.0
A02,8,42,82642,3,11,2.728,3.228,0.2266712355329795,0.2138817128465792,0.2460581642995565,0.1076300541429958,0.5265977347403626
A02,8,42,82642,3,12,2.976,3.476,0.0328548211992569,0.0,0.0,0.2046424485108484,0.3681709627017004
A02,8,42,82642,3,13,3.224,3.724,0.2330742555832155,0.0464296665463741,0.0417110091790104,0.4440645958975976,0.4478861045468436
A02,8,42,82642,3,14,3.472,3.972,0.4160860691289979,0.1876136875126957,0.4362518510613529,0.4442215580404925,0.5727519995861433
A02,8,43,84632,3,0,0.0,0.5,0.1194827195661997,0.0260518535242112,0.6052611326751384,0.0489715927293048,0.021120924729333
A02,8,43,84632,3,1,0.248,0.748,0.1845122552463236,0.0806688190663641,0.2757557570562866,0.3389695724678515,0.1061256376507356
A02,8,43,84632,3,2,0.496,0.996,0.4861759232455073,0.6217145532567795,0.4214816448277733,0.3935516818489923,0.5333462915118045
A02,8,43,84632,3,3,0.744,1.244,0.2699355153629332,0.3603268337693491,0.5185676280651529,0.0,0.2575765795886168
A02,8,43,84632,3,4,0.992,1.492,0.3991317399291603,0.1508535666182816,0.7427378417700933,0.3067407958047402,0.5501626224880988
A02,8,43,84632,3,5,1.24,1.74,0.5424837754270808,0.2261663810177571,0.8556486639320224,0.3863501927047701,0.6825307509934028
A02,8,43,84632,3,6,1.488,1.988,0.394716570243718,0.1777526210337974,0.6566307027306966,0.4140779345638809,0.6285620826359769
A02,8,43,84632,3,7,1.736,2.236,0.4605628565323386,0.0422551285849161,0.4537173211730994,0.3662761515086933,0.1838644492161132
A02,8,43,84632,3,8,1.984,2.484,0.004856235132257,0.0,0.2724843371827849,0.011452622167492,0.0
A02,8,43,84632,3,9,2.232,2.732,0.0,0.0,0.0418237760925572,0.0,0.0
A02,8,43,84632,3,10,2.48,2.98,0.0664350822006508,0.008458675336831,0.4651099268614063,0.0,0.0616971154225643
A02,8,43,84632,3,11,2.728,3.228,0.3864090919987649,0.0089289691965247,0.5067098476598274,0.2875219428923423,0.5946652946116834
A02,8,43,84632,3,12,2.976,3.476,0.2336327242914543,0.0,0.3653409065353635,0.4437010395984258,0.8226531536617726
A02,8,43,84632,3,13,3.224,3.724,0.0738565905814652,0.1740797130188782,0.1750033784314881,0.0705272413212727,0.8235375458140796
A02,8,43,84632,3,14,3.472,3.972,0.534336430277248,0.6906038123875964,0.6626509408667133,0.1048201257266977,0.7067202095389671
A02,8,44,86751,3,0,0.0,0.5,0.2100019818842125,0.2849123580201174,0.0714470616515657,0.107585310220506,0.0107502312765531
A02,8,44,86751,3,1,0.248,0.748,0.2373374950180158,0.3043029504825141,0.2800592560674615,0.0239685125753097,0.0125634302855879
A02,8,44,86751,3,2,0.496,0.996,0.0970227214961627,0.3271031654220259,0.2797103403109774,0.0314191979718222,0.0
A02,8,44,86751,3,3,0.744,1.244,0.244240466872296,0.1710419934268381,0.6695798863881718,0.0764729635025453,0.0
A02,8,44,86751,3,4,0.992,1.492,0.3080707807529946,0.1467352992388821,0.6753092391864447,0.3409637230438358,0.0
A02,8,44,86751,3,5,1.24,1.74,0.3518489823108474,0.3093376480492386,0.4974797111980193,0.4710301445321524,0.0
A02,8,44,86751,3,6,1.488,1.988,0.3320356157913832,0.2935527561180259,0.3186910937623444,0.3749756813569395,0.4077147992590735
A02,8,44,86751,3,7,1.736,2.236,0.344217578410993,0.2110602361363595,0.199934599838899,0.421068462545306,0.621951681736899
A02,8,44,86751,3,8,1.984,2.484,0.1318746447960666,0.2091399247027823,0.2007758213073563,0.0,0.5483760886900485
A02,8,44,86751,3,9,2.232,2.732,0.0,0.1496728643056715,0.0,0.0,0.0
A02,8,44,86751,3,10,2.48,2.98,0.0080028103254626,0.2310741063725838,0.1174259211476119,0.0717137517165456,0.0
A02,8,44,86751,3,11,2.728,3.228,0.0875270264748893,0.1722044625873123,0.2768939993992025,0.0568046308022369,0.0
A02,8,44,86751,3,12,2.976,3.476,0.0847232637276768,0.1452503404862935,0.1908373021234494,0.2354841105062191,0.0
A02,8,44,86751,3,13,3.224,3.724,0.3468469654016615,0.3926572561473463,0.2297776642910722,0.3553147396059317,0.1909416363602352
A02,8,44,86751,3,14,3.472,3.972,0.3938053228932675,0.4113363931365034,0.2616206769797221,0.3339306221238786,0.0
A02,8,45,88657,4,0,0.0,0.5,0.4359527325176667,0.544402445352568,0.2748340207797893,0.1312280490289441,0.1272658390171346
A02,8,45,88657,4,1,0.248,0.748,0.2936829511838037,0.4439107495798203,0.395551772993886,0.0,0.127250152163185
A02,8,45,88657,4,2,0.496,0.996,0.4260934178019733,0.0259938425523447,0.7436335777802477,0.2227723492901664,0.2084122388590647
A02,8,45,88657,4,3,0.744,1.244,0.6526442825888046,0.4260659548861715,0.9028315502068256,0.323442600324563,0.4809891842994884
A02,8,45,88657,4,4,0.992,1.492,0.6041337229480046,0.5251232374288495,0.8731010016631668,0.2702702495334973,0.2727845789333005
A02,8,45,88657,4,5,1.24,1.74,0.327787228034473,0.5875051098317192,0.5948900204474609,0.2716354454797839,0.0
A02,8,45,88657,4,6,1.488,1.988,0.2190033396554628,0.6203771893919819,0.4010412488508236,0.2769981807974676,0.0
A02,8,45,88657,4,7,1.736,2.236,0.6162617823918192,0.2810403167959026,0.7953272998968043,0.4839261501714302,0.3687461162369214
A02,8,45,88657,4,8,1.984,2.484,0.635507212082251,0.3120631839418179,0.8258965745105543,0.4409069901255145,0.40856482431797
A02,8,45,88657,4,9,2.232,2.732,0.4180548643565203,0.6171517227285926,0.7621491852515926,0.0556660701007192,0.3640381585522512
A02,8,45,88657,4,10,2.48,2.98,0.5756456276492479,0.6373452261697246,0.8515266375881888,0.0112321147619948,0.5702517169761238
A02,8,45,88657,4,11,2.728,3.228,0.5283468024262271,0.3658116016072071,0.6893946692948211,0.3564712093378235,0.6738722653365823
A02,8,45,88657,4,12,2.976,3.476,0.3353317873035104,0.0561986121175532,0.4865212896992568,0.4215625162913408,0.4428834943179439
A02,8,45,88657,4,13,3.224,3.724,0.4366877602975184,0.0864754806159564,0.8067243959296745,0.2169924238063784,0.0291723463292577
A02,8,45,88657,4,14,3.472,3.972,0.4650910982452257,0.334627881643556,0.8447912683958866,0.1119579111657407,0.0
A02,8,46,90585,3,0,0.0,0.5,0.4391859780735909,0.3242439675677806,0.6658998289439755,0.292058618865934,0.20537895186404
A02,8,46,90585,3,1,0.248,0.748,0.0,0.1150181366302859,0.0,0.002126337042288,0.0203099902122312
A02,8,46,90585,3,2,0.496,0.996,0.0,0.152934373211395,0.0,0.0328307600762301,0.0
A02,8,46,90585,3,3,0.744,1.244,0.0133398364554722,0.0036998437241478,0.023832690399745,0.1330279560402513,0.0
A02,8,46,90585,3,4,0.992,1.492,0.0573448882159181,0.0,0.5116765118651009,0.0093045830131524,0.0
A02,8,46,90585,3,5,1.24,1.74,0.3443939826448141,0.0120469496246828,0.8410703574332391,0.0439509439909517,0.0432980654448125
A02,8,46,90585,3,6,1.488,1.988,0.4438434263684161,0.1878899608383121,0.5555696820220846,0.5398369302861622,0.5020806060597139
A02,8,46,90585,3,7,1.736,2.236,0.285443730016191,0.2877893511649607,0.3065727851146403,0.4469315930582863,0.8234529188516234
A02,8,46,90585,3,8,1.984,2.484,0.5064410381802558,0.1949625636244071,0.7889476487954274,0.2413466819435736,0.8031739631704985
A02,8,46,90585,3,9,2.232,2.732,0.4824805631684691,0.1374157116002501,0.8641230751728185,0.0388920607769912,0.0474120071834858
A02,8,46,90585,3,10,2.48,2.98,0.138861218252127,0.0958569530660901,0.7863962498772415,0.0,0.0
A02,8,46,90585,3,11,2.728,3.228,0.1944081187771943,0.2282578945696776,0.8480390555619685,0.0,0.0
A02,8,46,90585,3,12,2.976,3.476,0.3949253102467591,0.6553729476657953,0.7113442404885312,0.0484817984258,0.0
A02,8,46,90585,3,13,3.224,3.724,0.5136794863169974,0.2983802897942945,0.797488264670832,0.3293712367688419,0.0206689895146791
A02,8,46,90585,3,14,3.472,3.972,0.5014183934379041,0.2168231420242993,0.8121532693790695,0.2776977134896055,0.0526851786183687
A02,8,47,92699,1,0,0.0,0.5,0.3626099183102572,0.2644286196640718,0.4495416689483379,0.1489617265425108,0.0
A02,8,47,92699,1,1,0.248,0.748,0.1902872139594548,0.2430771814624475,0.1922251800739349,0.3431848206766138,0.0328065836613415
A02,8,47,92699,1,2,0.496,0.996,0.16154708930205,0.0238745477737196,0.2511392248075691,0.1587441899111133,0.2647027405359808
A02,8,47,92699,1,3,0.744,1.244,0.1283672085435024,0.0073467544800539,0.620303244767913,0.0291736333583703,0.0
A02,8,47,92699,1,4,0.992,1.492,0.3072923972196181,0.0097879859326022,0.7586101282260247,0.1572032320659211,0.0
A02,8,47,92699,1,5,1.24,1.74,0.4959400140057567,0.0,0.7983019080451561,0.4044656838280177,0.1411142999940453
A02,8,47,92699,1,6,1.488,1.988,0.4156832582817,0.058459923120989,0.6465860436586317,0.4514609292522209,0.4664419542420867
A02,8,47,92699,1,7,1.736,2.236,0.4580501681422527,0.3245730040414905,0.134596361530942,0.4496989129588706,0.4034123398205466
A02,8,47,92699,1,8,1.984,2.484,0.2826434603083002,0.3178149511935314,0.0756128266807415,0.3280997285786494,0.1874454179004741
A02,8,47,92699,1,9,2.232,2.732,0.125870179975873,0.0,0.6314853186096292,0.0641120684587216,0.4998714278214527
A02,8,47,92699,1,10,2.48,2.98,0.401050586685689,0.0,0.7063772603917903,0.4874240257755805,0.6150141268001592
A02,8,47,92699,1,11,2.728,3.228,0.4038551963371905,0.1161007515407451,0.0434068989975446,0.6066322871581712,0.4080300219478041
A02,8,47,92699,1,12,2.976,3.476,0.3425958692902662,0.2295024911867409,0.3177147452793206,0.3822541099302518,0.3359038003980265
A02,8,47,92699,1,13,3.224,3.724,0.2084457698552857,0.1175405607232682,0.4014942968250107,0.2023307710334536,0.5831844813052475
A02,8,47,92699,1,14,3.472,3.972,0.1757852347963966,0.0,0.4438117987935284,0.4193141336164587,0.5613988893223818
A02,8,48,94758,3,0,0.0,0.5,0.3433985170093227,0.4297325966672381,0.2560817484918564,0.0307566891121253,0.0
A02,8,48,94758,3,1,0.248,0.748,0.2103236916769923,0.2942686635316573,0.4450375556569088,0.0,0.0
A02,8,48,94758,3,2,0.496,0.996,0.3349001601924661,0.2953574759135911,0.6136726872692708,0.0044547238759215,0.0767090109344458
A02,8,48,94758,3,3,0.744,1.244,0.3716442276553166,0.3680452700916526,0.6464965132432753,0.0584045497366324,0.0
A02,8,48,94758,3,4,0.992,1.492,0.300619337734011,0.1632298629607634,0.6466974821824285,0.032677273183694,0.0332927226606222
A02,8,48,94758,3,5,1.24,1.74,0.0683320628681644,0.0191199835990708,0.6079887416703326,0.0588200607314838,0.0096130439508656
A02,8,48,94758,3,6,1.488,1.988,0.3305266566338103,0.0331141242701954,0.7851092980456059,0.2901293572063578,0.1315860616112548
A02,8,48,94758,3,7,1.736,2.236,0.4316275078383262,0.0170957390633776,0.5806861076421426,0.5555394173324626,0.2848738676457693
A02,8,48,94758,3,8,1.984,2.484,0.4135465475202946,0.0,0.5170954050717053,0.6444134132277549,0.260997939450025
A02,8,48,94758,3,9,2.232,2.732,0.4623067416467631,0.2672002433570583,0.682949120412295,0.1136997497689368,0.2850385442792803
A02,8,48,94758,3,10,2.48,2.98,0.5525817847258482,0.2896670215347864,0.7588144322242931,0.401512550613083,0.2256029070057518
A02,8,48,94758,3,11,2.728,3.228,0.6502185366118348,0.0394458138383243,0.8997087511390846,0.4265058101660399,0.251431930179085
A02,8,48,94758,3,12,2.976,3.476,0.4334669762217111,0.2467981720961896,0.7820757567723424,0.0731173251106541,0.1366229463282723
A02,8,48,94758,3,13,3.224,3.724,0.1760999940567774,0.4185644827721222,0.1562967038963945,0.1713564618677316,0.2105632599263219
A02,8,48,94758,3,14,3.472,3.972,0.4615836802359262,0.5869499487576038,0.3086311641425835,0.3663250046867745,0.1659592949763229
A03,3,1,251,1,0,0.0,0.5,0.063390083345761,0.0003837131936341,0.122054727952381,0.6235151054449516,0.8509946697549086
A03,3,1,251,1,1,0.248,0.748,0.2547655935429073,0.1102225647905842,0.1034750219760108,0.514110855485968,0.722760836678411
A03,3,1,251,1,2,0.496,0.996,0.170799575319049,0.2052877524372661,0.1270290988968098,0.0845436041041432,0.0563914753004963
A03,3,1,251,1,3,0.744,1.244,0.1009571133223182,0.0171372705239594,0.1440371876029303,0.0620163501026953,0.1553463959769656
A03,3,1,251,1,4,0.992,1.492,0.4167386792769045,0.0008939021918848,0.1029792862660397,0.592164561459645,0.7813233706274094
A03,3,1,251,1,5,1.24,1.74,0.397134205122708,0.0,0.0511653422992953,0.662062687105515,0.851101983788974
A03,3,1,251,1,6,1.488,1.988,0.2672112586177105,0.0586363112999179,0.0,0.6533366665465341,0.8406542592420172
A03,3,1,251,1,7,1.736,2.236,0.3910479325763908,0.044309259705717,0.1139489382061907,0.6823289782237215,0.8263231058185153
A03,3,1,251,1,8,1.984,2.484,0.3366942938828776,0.0018221533325207,0.2024575888568895,0.5417499695752032,0.8621019316228423
A03,3,1,251,1,9,2.232,2.732,0.2715411523016083,0.0,0.0445566445622882,0.5772032996654233,0.9116114031882886
A03,3,1,251,1,10,2.48,2.98,0.6581015445055723,0.2654816883796548,0.5134397324502407,0.7213401128078049,0.8814923118594352
A03,3,1,251,1,11,2.728,3.228,0.6313332223632605,0.0044693776310641,0.4807565063712276,0.7296537121596415,0.7913865583416694
A03,3,1,251,1,12,2.976,3.476,0.4623989075896304,0.0141393048574681,0.2546068401829457,0.7104717734281853,0.4828760977350753
A03,3,1,251,1,13,3.224,3.724,0.4643615330040078,0.0097502603712327,0.2029351393563915,0.6798144458049133,0.7894979926802144
A03,3,1,251,1,14,3.472,3.972,0.5559769931440615,0.0211370968268547,0.2252130093105529,0.7361637867996425,0.8318557041024724
A03,3,2,2254,2,0,0.0,0.5,0.5391185810105416,0.5469930939165722,0.5271249711756083,0.4684447668441188,0.7956987696320044
A03,3,2,2254,2,1,0.248,0.748,0.5425865600097591,0.510848938231442,0.5314192746846339,0.4577607790429595,0.7330776180710323
A03,3,2,2254,2,2,0.496,0.996,0.4945718050824186,0.3811744845830718,0.4371705514804796,0.7223620311256784,0.7837224408485798
A03,3,2,2254,2,3,0.744,1.244,0.5281104935121592,0.3735293987533681,0.3608233390398669,0.7868495228198445,0.6938170800703174
A03,3,2,2254,2,4,0.992,1.492,0.4535108615326251,0.2548268137634278,0.356949478747661,0.701480033437791,0.6289902958130137
A03,3,2,2254,2,5,1.24,1.74,0.5635788130147393,0.2643666649284503,0.3461211910661352,0.7198897254732525,0.7992661624779914
A03,3,2,2254,2,6,1.488,1.988,0.6316884160527364,0.001357455424406,0.1732935742293423,0.8079881821790978,0.7160041324288168
A03,3,2,2254,2,7,1.736,2.236,0.4546073403917837,0.0,0.0385463470757214,0.7464054985097158,0.6636375122531456
A03,3,2,2254,2,8,1.984,2.484,0.55646153666401,0.244815441495143,0.036385899659932,0.7660764032230089,0.7139603903149209
A03,3,2,2254,2,9,2.232,2.732,0.7080534699168177,0.5304344008866756,0.1700932175094817,0.809238134237347,0.8344479491081428
A03,3,2,2254,2,10,2.48,2.98,0.7407986461973541,0.2976143391738765,0.3689761811507943,0.8115063667491265,0.901177232336852
A03,3,2,2254,2,11,2.728,3.228,0.7543808561763415,0.0937073700720056,0.3974838721830452,0.8458439089690818,0.940396331443614
A03,3,2,2254,2,12,2.976,3.476,0.5733013268491095,0.0,0.3324339583896642,0.8158077618442677,0.8085034344910207
A03,3,2,2254,2,13,3.224,3.724,0.4524667712959935,0.0,0.3657700672149824,0.7871348198641744,0.5701254953207997
A03,3,2,2254,2,14,3.472,3.972,0.5341092745940224,0.0,0.4420218551737506,0.7229626146286574,0.914067777164857
A03,3,4,6124,1,0,0.0,0.5,0.0907014675280843,0.3031457256683216,0.0,0.4136325676919078,0.4908386847449475
A03,3,4,6124,1,1,0.248,0.748,0.3272033734189359,0.2071869599431255,0.1487390875191607,0.2197598886778229,0.8356355363747888
A03,3,4,6124,1,2,0.496,0.996,0.6178494407732408,0.2554259104140255,0.32757988739618,0.6688725548199191,0.892717477842015
A03,3,4,6124,1,3,0.744,1.244,0.6348185015892199,0.5573935441164845,0.2730500824762542,0.809308339139528,0.8470661255700315
A03,3,4,6124,1,4,0.992,1.492,0.6683497189665681,0.7285837613429538,0.2350690440891585,0.811220310253076,0.7471136508673295
A03,3,4,6124,1,5,1.24,1.74,0.6516570968645264,0.5557218111696978,0.0708568380377529,0.7956447826304701,0.7176011655963438
A03,3,4,6124,1,6,1.488,1.988,0.5865760450674228,0.4310180288947832,0.0293510335601751,0.7445777852600831,0.7160617324663078
A03,3,4,6124,1,7,1.736,2.236,0.3881260093148085,0.1428738286601648,0.1512224882375779,0.6522782077853477,0.6733610729505365
A03,3,4,6124,1,8,1.984,2.484,0.4942571184702346,0.3705087102162369,0.251440595121554,0.6271889884173711,0.844422975071743
A03,3,4,6124,1,9,2.232,2.732,0.6614283315228783,0.4585303984207559,0.2348107395922854,0.7337092626870569,0.86172636977985
A03,3,4,6124,1,10,2.48,2.98,0.5434049035464253,0.3485054091304726,0.0413353507453962,0.8263015921966018,0.6671335821890693
A03,3,4,6124,1,11,2.728,3.228,0.4849879926868515,0.2594163565901171,0.0613553638561509,0.7939896548897438,0.5883799148416227
A03,3,4,6124,1,12,2.976,3.476,0.5651368311935879,0.0,0.259085905336581,0.8160288613368222,0.6114205781252194
A03,3,4,6124,1,13,3.224,3.724,0.7386928966472739,0.0,0.6542183667448365,0.884266146190092,0.6753095883042028
A03,3,4,6124,1,14,3.472,3.972,0.6095873391139418,0.0,0.622070226299467,0.8790975832676119,0.5908626263236056
A03,3,5,8132,2,0,0.0,0.5,0.2289673565612275,0.0,0.0,0.7112429721070936,0.8312115692975556
A03,3,5,8132,2,1,0.248,0.748,0.4030623206268212,0.0,0.0103271952178325,0.6741110889193942,0.7572741199131142
A03,3,5,8132,2,2,0.496,0.996,0.4433565196328516,0.3181730091326001,0.0358625479707908,0.581966824688697,0.4301850799100263
A03,3,5,8132,2,3,0.744,1.244,0.5547382050409021,0.5162740073844604,0.1029478568322084,0.6013104738552978,0.8021532602467717
A03,3,5,8132,2,4,0.992,1.492,0.6639012668419136,0.5954917297302748,0.1452259044775134,0.6635154733048177,0.8109641789830374
A03,3,5,8132,2,5,1.24,1.74,0.5869043823349143,0.4851097942559311,0.1598179448758362,0.5378672884052748,0.9041818908637352
A03,3,5,8132,2,6,1.488,1.988,0.5090974241462043,0.4390564251859721,0.3772978795873379,0.4189399911352702,0.832615347065125
A03,3,5,8132,2,7,1.736,2.236,0.3707920212991853,0.0892773190528727,0.3856443828849518,0.5964355510861673,0.4968191418361552
A03,3,5,8132,2,8,1.984,2.484,0.0589191034586355,0.0,0.3228144474616465,0.6717245698783498,0.4406327022051253
A03,3,5,8132,2,9,2.232,2.732,0.3570592214076425,0.0,0.3822064238621919,0.7447385034670495,0.1315419930428085
A03,3,5,8132,2,10,2.48,2.98,0.5945236966641654,0.2474549180631404,0.3805678337966797,0.7426652569518553,0.5153741799821294
A03,3,5,8132,2,11,2.728,3.228,0.5398671300252575,0.0899249693123414,0.4495379713073062,0.614853887696535,0.7479346738780963
A03,3,5,8132,2,12,2.976,3.476,0.5323149665218004,0.2563084344491687,0.3623827237229081,0.6153132281566769,0.7084321033871451
A03,3,5,8132,2,13,3.224,3.724,0.5816688177014948,0.3199141163604069,0.2630137552682693,0.734747472650349,0.7675225168981669
A03,3,5,8132,2,14,3.472,3.972,0.6252354593158286,0.1847074097955146,0.1106917473217932,0.7893196486089955,0.8789526662206858
A03,3,6,10243,1,0,0.0,0.5,0.4060663021690768,0.1811786040590687,0.2729395944609876,0.4769608072117001,0.6112064135655411
A03,3,6,10243,1,1,0.248,0.748,0.5772057884137798,0.4067814849188299,0.1685446269528436,0.6736400832795718,0.7616306254579026
A03,3,6,10243,1,2,0.496,0.996,0.5239888314505137,0.4185001475517249,0.2024849764432241,0.6674075996405485,0.5175174061044941
A03,3,6,10243,1,3,0.744,1.244,0.4426829572580715,0.3657931375854084,0.3116882480349,0.5877244659274092,0.4688293447266387
A03,3,6,10243,1,4,0.992,1.492,0.4191965407939904,0.3982929965374202,0.1781352942920834,0.7450203048711522,0.3966612549024484
A03,3,6,10243,1,5,1.24,1.74,0.5212848073467468,0.2362406200936769,0.0463756197112951,0.784557782386461,0.5048977539020526
A03,3,6,10243,1,6,1.488,1.988,0.5527484991526941,0.0109055866480593,0.3992585694915718,0.7598111745099259,0.6245879740339778
A03,3,6,10243,1,7,1.736,2.236,0.577563251588745,0.1638677994674532,0.5085264515411042,0.7604629203808917,0.6428089004699337
A03,3,6,10243,1,8,1.984,2.484,0.4510818141694288,0.1198804062650749,0.0686090419091502,0.760067155150869,0.5749861833739505
A03,3,6,10243,1,9,2.232,2.732,0.3984795589004762,0.2264178416132066,0.0375620738216989,0.7259028008825987,0.3207449511517553
A03,3,6,10243,1,10,2.48,2.98,0.5170755607214798,0.4210095856876206,0.0925218262727973,0.7506716806832285,0.5096107489802268
A03,3,6,10243,1,11,2.728,3.228,0.5214887896178872,0.4790677493081067,0.2594951764576279,0.7454472176328526,0.6572904525794362
A03,3,6,10243,1,12,2.976,3.476,0.4261448769796928,0.0261548045772545,0.3594876672263654,0.8066209249803246,0.6219353750608452
A03,3,6,10243,1,13,3.224,3.724,0.580305316568383,0.0636957922954599,0.4640049057305154,0.8846175447661093,0.5856488381608237
A03,3,6,10243,1,14,3.472,3.972,0.658606286131971,0.1385966657570917,0.4972361105595045,0.8560502519836296,0.6960117756703197
A03,3,7,12160,2,0,0.0,0.5,0.0120678504728305,0.0026537266671742,0.0107817945398921,0.3733523274746457,0.8227560326913274
A03,3,7,12160,2,1,0.248,0.748,0.1147508168967206,0.0,0.1107038930415239,0.4000678938157419,0.5685261006069305
A03,3,7,12160,2,2,0.496,0.996,0.1493719117994272,0.0,0.2144504051495432,0.611585490991409,0.5971622082841685
A03,3,7,12160,2,3,0.744,1.244,0.4337105930623393,0.2222186389039329,0.4681081219941076,0.7755513721989648,0.6617104514889612
A03,3,7,12160,2,4,0.992,1.492,0.4483489347859606,0.4010161137634979,0.3025167958418006,0.6380050379781101,0.4653196555461738
A03,3,7,12160,2,5,1.24,1.74,0.2694188202311308,0.3153537976447134,0.0,0.4506431781609206,0.4981166665171879
A03,3,7,12160,2,6,1.488,1.988,0.4693935230120725,0.2308026477888716,0.1239181985398479,0.5915506259518695,0.7504831855501592
A03,3,7,12160,2,7,1.736,2.236,0.5852878197412297,0.255258980300847,0.4476539977018822,0.6247584316483389,0.6024628992591278
A03,3,7,12160,2,8,1.984,2.484,0.3867989114599915,0.2210004371758138,0.416500764361339,0.5584091429451286,0.1238367523062658
A03,3,7,12160,2,9,2.232,2.732,0.2279047741971858,0.3618831215433162,0.1125696808003667,0.4651625733461318,0.2967867018316013
A03,3,7,12160,2,10,2.48,2.98,0.3668314539771534,0.6634015574333019,0.0432651375799551,0.5515716070183989,0.6333434734686405
A03,3,7,12160,2,11,2.728,3.228,0.5306453963683851,0.3923499292268305,0.345127644095054,0.717515760609732,0.5103191120137457
A03,3,7,12160,2,12,2.976,3.476,0.5572430868455056,0.0786414158274118,0.424913885643656,0.811393138409584,0.658975104195653
A03,3,7,12160,2,13,3.224,3.724,0.4254764048045708,0.0684419018236026,0.3617312351170361,0.7512395736289375,0.8492424073043608
A03,3,7,12160,2,14,3.472,3.972,0.5482850015390041,0.0,0.5200014963384736,0.788626520803067,0.8942971260823427
A03,3,8,14210,3,0,0.0,0.5,0.5228323302646347,0.149820400642741,0.5292983990642697,0.6168981210226864,0.8693674894571739
A03,3,8,14210,3,1,0.248,0.748,0.4112109726267879,0.1018556806072187,0.2777985968150539,0.6458703772078376,0.8273132796552518
A03,3,8,14210,3,2,0.496,0.996,0.2070801488461424,0.0,0.1433492107521006,0.4753757718039285,0.0508187980526736
A03,3,8,14210,3,3,0.744,1.244,0.0486261608383707,0.0303807049017021,0.0214982753503101,0.2092214694259019,0.2003523112729488
A03,3,8,14210,3,4,0.992,1.492,0.1978660957466836,0.1152122280828067,0.0265438284433196,0.5590502821634472,0.7731387614847008
A03,3,8,14210,3,5,1.24,1.74,0.1984719894154835,0.0224604965980826,0.0462341910562312,0.6355176685565557,0.8956091084985032
A03,3,8,14210,3,6,1.488,1.988,0.1514187596754599,0.0,0.0332783473044562,0.6556861038086416,0.8350722382714603
A03,3,8,14210,3,7,1.736,2.236,0.4254500090056588,0.1002869380292154,0.3509198138403719,0.7635888546250742,0.7235778189979606
A03,3,8,14210,3,8,1.984,2.484,0.5605848221274633,0.2339180146034185,0.3274396411642229,0.7340304757024741,0.4356722297578433
A03,3,8,14210,3,9,2.232,2.732,0.4662953965988433,0.2174917904091472,0.184743910155131,0.6844133090952801,0.6090080640754605
A03,3,8,14210,3,10,2.48,2.98,0.3924723518386345,0.0459401421050732,0.1189494812250631,0.7718205131260275,0.8464122796372748
A03,3,8,14210,3,11,2.728,3.228,0.5350081255494845,0.0840784283001693,0.1984044068031607,0.7868954979322746,0.6751438262602188
A03,3,8,14210,3,12,2.976,3.476,0.5829635329331911,0.1260226977971794,0.2129384705789025,0.7652232362292484,0.4803210637742126
A03,3,8,14210,3,13,3.224,3.724,0.4292647798144001,0.1835871609496997,0.1047926842816606,0.5582995729303566,0.6860630090019022
A03,3,8,14210,3,14,3.472,3.972,0.3671300884030641,0.305757720126005,0.0,0.6855023593118788,0.7441958566330146
A03,3,9,16141,2,0,0.0,0.5,0.2037719420363191,0.0,0.3408601215628827,0.7474165800282798,0.7944573591625643
A03,3,9,16141,2,1,0.248,0.748,0.230739692845226,0.0,0.2822228104945726,0.7426909085595649,0.5879070931623798
A03,3,9,16141,2,2,0.496,0.996,0.3192271854519717,0.1201744151060508,0.1312422148496197,0.6922046521280711,0.1569505086557287
A03,3,9,16141,2,3,0.744,1.244,0.3754091123375381,0.3759177872609034,0.0782155433370908,0.7136148588511004,0.1771679421162818
A03,3,9,16141,2,4,0.992,1.492,0.4541764641696624,0.4163714065705053,0.1580358087179789,0.7423305241827255,0.765072036881201
A03,3,9,16141,2,5,1.24,1.74,0.5098513051746635,0.3593545412861631,0.2025497950553082,0.7905416433904084,0.6870650410553524
A03,3,9,16141,2,6,1.488,1.988,0.5338950451936919,0.3815995179326638,0.0275465923455741,0.7999999962734607,0.3262599305159946
A03,3,9,16141,2,7,1.736,2.236,0.4833076596872827,0.4195581323342351,0.0381741499359837,0.7365913309001612,0.6027779954124827
A03,3,9,16141,2,8,1.984,2.484,0.4661815207895477,0.2739749438307194,0.0358363476257053,0.7254495720535511,0.6107288559895859
A03,3,9,16141,2,9,2.232,2.732,0.6076614106973243,0.0807655984406905,0.1451982435602024,0.7612945559863309,0.7823557094049525
A03,3,9,16141,2,10,2.48,2.98,0.6813546639601872,0.1065921894162813,0.4069233622852912,0.7390961450700712,0.8752214278141771
