Subject,Trial_Index,True_Class_ID,True_Class,Raw_Prediction,Raw_Predicted_Class,Clean_Prediction,Clean_Predicted_Class,Raw_Margin,Clean_Margin,Delta_Margin,Raw_Correct,Clean_Correct,Raw_Competitor,Clean_Competitor,Raw_Status,Clean_Status,Outcome_Transition
A03,118,2,Feet,1,Right_Hand,1,Right_Hand,-0.9500746726989746,-1.0323258638381958,-0.0822511911392211,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,119,2,Feet,1,Right_Hand,1,Right_Hand,-0.0905699729919433,-0.5721508264541626,-0.4815808534622192,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,120,0,Left_Hand,0,Left_Hand,0,Left_Hand,0.368846595287323,0.5627909898757935,0.1939443945884704,True,True,1,1,Correct,Correct,Correct_to_Correct
A03,121,2,Feet,0,Left_Hand,0,Left_Hand,-0.7575843334197998,-1.300018310546875,-0.5424339771270752,False,False,0,0,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,122,3,Tongue,0,Left_Hand,0,Left_Hand,-3.8353271484375,-4.241271495819092,-0.4059443473815918,False,False,0,0,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,123,3,Tongue,3,Tongue,3,Tongue,0.7674164772033691,0.7947824597358704,0.0273659825325012,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,124,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.1051145792007446,1.0211143493652344,-0.0840002298355102,True,True,0,0,Correct,Correct,Correct_to_Correct
A03,125,0,Left_Hand,2,Feet,1,Right_Hand,-0.2468643486499786,-0.1397826671600341,0.1070816814899444,False,False,2,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,126,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.3442847728729248,1.2764170169830322,-0.0678677558898925,True,True,0,0,Correct,Correct,Correct_to_Correct
A03,127,3,Tongue,3,Tongue,3,Tongue,2.097454309463501,1.9766534566879272,-0.1208008527755737,True,True,1,2,Correct,Correct,Correct_to_Correct
A03,128,1,Right_Hand,0,Left_Hand,0,Left_Hand,-0.7919396162033081,-1.108590006828308,-0.316650390625,False,False,0,0,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,129,3,Tongue,3,Tongue,3,Tongue,1.0136808156967163,0.6672382354736328,-0.3464425802230835,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,130,2,Feet,0,Left_Hand,0,Left_Hand,-1.2153390645980835,-1.4841781854629517,-0.2688391208648681,False,False,0,0,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,131,1,Right_Hand,0,Left_Hand,0,Left_Hand,-0.334014892578125,-0.5568733811378479,-0.2228584885597229,False,False,0,0,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,132,1,Right_Hand,0,Left_Hand,0,Left_Hand,-0.0236077308654785,-0.2519838809967041,-0.2283761501312255,False,False,0,0,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,133,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.9717693328857424,2.2214155197143555,0.2496461868286132,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,134,2,Feet,2,Feet,2,Feet,0.3473826944828033,0.5027149319648743,0.1553322374820709,True,True,3,3,Correct,Correct,Correct_to_Correct
A03,135,3,Tongue,3,Tongue,3,Tongue,1.1116621494293213,1.6203505992889404,0.5086884498596191,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,136,0,Left_Hand,0,Left_Hand,0,Left_Hand,0.502540111541748,0.6542619466781616,0.1517218351364135,True,True,1,1,Correct,Correct,Correct_to_Correct
A03,137,1,Right_Hand,0,Left_Hand,0,Left_Hand,-1.0883740186691284,-1.5784791707992554,-0.4901051521301269,False,False,0,0,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,138,3,Tongue,2,Feet,0,Left_Hand,-3.320129632949829,-3.606017589569092,-0.2858879566192627,False,False,2,0,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,139,0,Left_Hand,0,Left_Hand,0,Left_Hand,2.894434928894043,3.285979747772217,0.3915448188781738,True,True,2,1,Correct,Correct,Correct_to_Correct
A03,140,2,Feet,0,Left_Hand,0,Left_Hand,-2.0827016830444336,-2.1792244911193848,-0.0965228080749511,False,False,0,0,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,141,2,Feet,1,Right_Hand,1,Right_Hand,-1.101495623588562,-1.055426836013794,0.046068787574768,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,142,3,Tongue,2,Feet,2,Feet,-0.2033934295177459,-0.0830121338367462,0.1203812956809997,False,False,2,2,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,143,0,Left_Hand,0,Left_Hand,0,Left_Hand,0.5007009506225586,0.7548983693122864,0.2541974186897278,True,True,1,2,Correct,Correct,Correct_to_Correct
A03,144,0,Left_Hand,0,Left_Hand,0,Left_Hand,1.280201077461243,1.4827702045440674,0.2025691270828247,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,145,2,Feet,1,Right_Hand,1,Right_Hand,-2.1537790298461914,-2.231924057006836,-0.0781450271606445,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,146,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.138860106468201,1.2305686473846436,0.0917085409164428,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,147,3,Tongue,3,Tongue,3,Tongue,2.739212274551392,2.3486337661743164,-0.3905785083770752,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,148,3,Tongue,3,Tongue,3,Tongue,1.0937869548797607,0.9984254837036132,-0.0953614711761474,True,True,0,0,Correct,Correct,Correct_to_Correct
A03,149,3,Tongue,3,Tongue,3,Tongue,0.9206835627555848,0.9538282752037048,0.0331447124481201,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,150,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.7412482500076294,0.2025588154792785,-0.5386894345283508,True,True,0,0,Correct,Correct,Correct_to_Correct
A03,151,0,Left_Hand,1,Right_Hand,1,Right_Hand,-1.2665878534317017,-0.838965892791748,0.4276219606399536,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,152,2,Feet,1,Right_Hand,1,Right_Hand,-1.335314393043518,-1.492895483970642,-0.157581090927124,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,153,1,Right_Hand,2,Feet,2,Feet,-0.3641294240951538,-0.0864126682281494,0.2777167558670044,False,False,2,2,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,154,0,Left_Hand,0,Left_Hand,0,Left_Hand,2.568657398223877,2.848128318786621,0.2794709205627441,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,155,3,Tongue,3,Tongue,3,Tongue,2.4354794025421143,2.250866413116455,-0.1846129894256591,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,156,2,Feet,3,Tongue,2,Feet,-0.2173584699630737,0.0333611965179443,0.250719666481018,False,True,3,3,Incorrect,Correct,Incorrect_to_Correct
A03,157,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.346177339553833,1.5745913982391355,0.2284140586853027,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,158,3,Tongue,3,Tongue,3,Tongue,3.181546449661255,2.8304219245910645,-0.3511245250701904,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,159,0,Left_Hand,0,Left_Hand,0,Left_Hand,0.5037572383880615,0.3969235420227051,-0.1068336963653564,True,True,1,1,Correct,Correct,Correct_to_Correct
A03,160,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.0809832215309143,0.1459351181983947,0.0649518966674804,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,161,1,Right_Hand,1,Right_Hand,1,Right_Hand,2.1334595680236816,1.7646361589431765,-0.3688234090805053,True,True,0,0,Correct,Correct,Correct_to_Correct
A03,162,2,Feet,3,Tongue,3,Tongue,-2.5879435539245605,-2.296814441680908,0.2911291122436523,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,163,3,Tongue,3,Tongue,3,Tongue,2.2909603118896484,2.256612777709961,-0.0343475341796875,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,164,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.28488290309906,1.3049707412719729,0.0200878381729125,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,165,0,Left_Hand,0,Left_Hand,0,Left_Hand,1.1723525524139404,1.7846169471740725,0.6122643947601318,True,True,1,1,Correct,Correct,Correct_to_Correct
A03,166,0,Left_Hand,0,Left_Hand,0,Left_Hand,1.5152169466018677,1.7873334884643557,0.2721165418624878,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,167,3,Tongue,3,Tongue,3,Tongue,2.4703032970428467,2.2515571117401123,-0.2187461853027343,True,True,1,1,Correct,Correct,Correct_to_Correct
A03,168,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.0557610988616943,0.199073314666748,0.1433122158050537,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,169,2,Feet,1,Right_Hand,1,Right_Hand,-1.9505845308303835,-2.0260770320892334,-0.0754925012588501,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,170,1,Right_Hand,0,Left_Hand,0,Left_Hand,-1.483941912651062,-1.7839269638061523,-0.2999850511550903,False,False,0,0,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,171,1,Right_Hand,0,Left_Hand,0,Left_Hand,-1.0139946937561035,-1.1036808490753174,-0.0896861553192138,False,False,0,0,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,172,2,Feet,3,Tongue,3,Tongue,-1.1242265701293943,-1.0503616333007812,0.0738649368286132,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,173,0,Left_Hand,0,Left_Hand,0,Left_Hand,1.030630350112915,1.3259263038635254,0.2952959537506103,True,True,1,1,Correct,Correct,Correct_to_Correct
A03,174,3,Tongue,3,Tongue,3,Tongue,0.4574399590492248,0.089295744895935,-0.3681442141532898,True,True,1,1,Correct,Correct,Correct_to_Correct
A03,175,2,Feet,2,Feet,2,Feet,0.3290339708328247,0.4405518174171448,0.11151784658432,True,True,3,3,Correct,Correct,Correct_to_Correct
A03,176,2,Feet,1,Right_Hand,1,Right_Hand,-1.349351406097412,-1.5240297317504885,-0.1746783256530761,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,177,2,Feet,2,Feet,2,Feet,0.0063613504171371,0.2529880106449127,0.2466266602277755,True,True,1,1,Correct,Correct,Correct_to_Correct
A03,178,2,Feet,3,Tongue,3,Tongue,-0.8219283819198608,-0.6184666156768799,0.2034617662429809,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,179,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.8130478858947756,1.8760411739349363,0.0629932880401611,True,True,2,0,Correct,Correct,Correct_to_Correct
A03,180,0,Left_Hand,1,Right_Hand,1,Right_Hand,-0.4502166509628296,-0.1143908500671386,0.3358258008956909,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,181,1,Right_Hand,0,Left_Hand,0,Left_Hand,-2.1770081520080566,-2.5370261669158936,-0.3600180149078369,False,False,0,0,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,182,0,Left_Hand,0,Left_Hand,0,Left_Hand,2.1095387935638428,2.215679883956909,0.1061410903930664,True,True,1,1,Correct,Correct,Correct_to_Correct
A03,183,0,Left_Hand,0,Left_Hand,0,Left_Hand,1.9032331705093384,2.293245315551758,0.3900121450424194,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,184,2,Feet,0,Left_Hand,0,Left_Hand,-2.728447437286377,-2.646239280700684,0.0822081565856933,False,False,0,0,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,185,2,Feet,0,Left_Hand,0,Left_Hand,-0.8232865333557129,-1.229284167289734,-0.405997633934021,False,False,0,0,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,186,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.0638117790222168,1.2121855020523071,0.1483737230300903,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,187,2,Feet,1,Right_Hand,0,Left_Hand,-0.0322245657444,-0.2870216369628906,-0.2547970712184906,False,False,1,0,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,188,3,Tongue,3,Tongue,3,Tongue,5.58038854598999,5.566976547241211,-0.0134119987487792,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,189,0,Left_Hand,1,Right_Hand,1,Right_Hand,-1.5198324918746948,-1.3684545755386353,0.1513779163360595,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,190,3,Tongue,3,Tongue,3,Tongue,0.934262216091156,1.4250837564468384,0.4908215403556824,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,191,0,Left_Hand,0,Left_Hand,0,Left_Hand,1.885984182357788,2.4373044967651367,0.5513203144073486,True,True,1,1,Correct,Correct,Correct_to_Correct
A03,192,0,Left_Hand,0,Left_Hand,0,Left_Hand,1.463184118270874,1.4494348764419556,-0.0137492418289184,True,True,1,1,Correct,Correct,Correct_to_Correct
A03,193,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.7935885190963745,0.730604350566864,-0.0629841685295105,True,True,0,0,Correct,Correct,Correct_to_Correct
A03,194,3,Tongue,3,Tongue,3,Tongue,0.1314368844032287,0.0313544571399688,-0.1000824272632598,True,True,2,0,Correct,Correct,Correct_to_Correct
A03,195,2,Feet,1,Right_Hand,1,Right_Hand,-0.6934906840324402,-1.3935868740081787,-0.7000961899757385,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,196,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.4616708755493164,1.008068323135376,0.5463974475860596,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,197,3,Tongue,2,Feet,2,Feet,-1.2664034366607666,-1.2143378257751465,0.0520656108856201,False,False,2,2,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,198,2,Feet,3,Tongue,3,Tongue,-1.208836555480957,-1.4424645900726318,-0.2336280345916748,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,199,3,Tongue,1,Right_Hand,1,Right_Hand,-0.3744385838508606,-0.43209969997406,-0.0576611161231994,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,200,2,Feet,1,Right_Hand,1,Right_Hand,-0.174809992313385,-0.8389614820480347,-0.6641514897346497,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,201,3,Tongue,3,Tongue,3,Tongue,1.9774168729782104,2.004591226577759,0.0271743535995483,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,202,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.2332544326782226,0.2450181245803833,0.0117636919021606,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,203,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.1036508083343506,1.455731987953186,0.3520811796188354,True,True,0,0,Correct,Correct,Correct_to_Correct
A03,204,3,Tongue,0,Left_Hand,0,Left_Hand,-0.9282104969024658,-1.1805871725082395,-0.2523766756057739,False,False,0,0,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,205,0,Left_Hand,1,Right_Hand,1,Right_Hand,-0.419787585735321,-0.3739187717437744,0.0458688139915466,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,206,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.7228930592536926,1.197021484375,0.4741284251213074,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,207,1,Right_Hand,3,Tongue,3,Tongue,-1.1916600465774536,-0.5104811191558838,0.6811789274215698,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,208,1,Right_Hand,2,Feet,1,Right_Hand,-0.0833914279937744,0.6628426313400269,0.7462340593338013,False,True,2,2,Incorrect,Correct,Incorrect_to_Correct
A03,209,2,Feet,2,Feet,3,Tongue,0.0886798501014709,-0.0887041687965393,-0.1773840188980102,True,False,3,3,Correct,Incorrect,Correct_to_Incorrect
A03,210,3,Tongue,3,Tongue,3,Tongue,1.0289227962493896,1.3584425449371338,0.3295197486877441,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,211,0,Left_Hand,0,Left_Hand,0,Left_Hand,1.5549907684326172,2.001872539520264,0.4468817710876465,True,True,2,1,Correct,Correct,Correct_to_Correct
A03,212,3,Tongue,3,Tongue,3,Tongue,0.7714741826057434,0.7847447395324707,0.0132705569267272,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,213,0,Left_Hand,2,Feet,1,Right_Hand,-0.26845782995224,-0.4287446737289428,-0.1602868437767028,False,False,2,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,214,2,Feet,3,Tongue,3,Tongue,-1.3038365840911863,-1.738709568977356,-0.4348729848861694,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,215,0,Left_Hand,0,Left_Hand,0,Left_Hand,2.141687631607056,2.4501140117645264,0.3084263801574707,True,True,3,1,Correct,Correct,Correct_to_Correct
A03,216,3,Tongue,3,Tongue,3,Tongue,1.2683486938476562,1.4576492309570312,0.189300537109375,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,217,0,Left_Hand,0,Left_Hand,0,Left_Hand,0.4864822626113891,1.2836371660232544,0.7971549034118652,True,True,1,1,Correct,Correct,Correct_to_Correct
A03,218,2,Feet,3,Tongue,3,Tongue,-0.5053980350494385,-0.4530507922172546,0.0523472428321838,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,219,0,Left_Hand,0,Left_Hand,0,Left_Hand,1.2493709325790403,1.6533682346343994,0.4039973020553589,True,True,1,1,Correct,Correct,Correct_to_Correct
A03,220,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.475321352481842,1.1789106130599976,0.7035892605781555,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,221,2,Feet,1,Right_Hand,1,Right_Hand,-1.7040064334869385,-1.7458059787750244,-0.0417995452880859,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,222,2,Feet,3,Tongue,2,Feet,-0.1043412983417511,0.0434854328632354,0.1478267312049865,False,True,3,3,Incorrect,Correct,Incorrect_to_Correct
A03,223,3,Tongue,3,Tongue,3,Tongue,0.6051674485206604,0.7596732378005981,0.1545057892799377,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,224,0,Left_Hand,0,Left_Hand,0,Left_Hand,2.7806508541107178,3.166024684906006,0.3853738307952881,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,225,1,Right_Hand,1,Right_Hand,1,Right_Hand,2.1341614723205566,2.061409473419189,-0.0727519989013671,True,True,2,0,Correct,Correct,Correct_to_Correct
A03,226,3,Tongue,3,Tongue,3,Tongue,1.552421808242798,1.8514504432678225,0.2990286350250244,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,227,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.5143866539001465,1.8671813011169436,0.3527946472167969,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,228,2,Feet,3,Tongue,1,Right_Hand,-1.4699466228485107,-1.4039530754089355,0.0659935474395752,False,False,3,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,229,2,Feet,3,Tongue,3,Tongue,-0.3652289509773254,-0.28534597158432,0.0798829793930053,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,230,0,Left_Hand,0,Left_Hand,0,Left_Hand,2.814932346343994,2.919769763946533,0.104837417602539,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,231,3,Tongue,3,Tongue,3,Tongue,2.7881805896759038,2.7729392051696777,-0.0152413845062255,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,232,3,Tongue,3,Tongue,3,Tongue,3.2895700931549072,3.011281967163086,-0.2782881259918213,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,233,0,Left_Hand,0,Left_Hand,0,Left_Hand,1.1626551151275637,1.1227480173110962,-0.0399070978164672,True,True,1,1,Correct,Correct,Correct_to_Correct
A03,234,0,Left_Hand,0,Left_Hand,0,Left_Hand,0.8498749136924744,0.6788608431816101,-0.1710140705108642,True,True,1,1,Correct,Correct,Correct_to_Correct
A03,235,2,Feet,1,Right_Hand,1,Right_Hand,-0.3612113296985626,-0.4704842567443847,-0.1092729270458221,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,236,2,Feet,2,Feet,2,Feet,0.1059251725673675,0.1645055413246154,0.0585803687572479,True,True,3,3,Correct,Correct,Correct_to_Correct
A03,237,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.4966022968292236,1.612544298171997,0.1159420013427734,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,238,3,Tongue,3,Tongue,3,Tongue,2.369054317474365,2.177825927734375,-0.1912283897399902,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,239,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.3402915596961975,0.1321290731430053,-0.2081624865531921,True,True,0,0,Correct,Correct,Correct_to_Correct
A03,240,1,Right_Hand,1,Right_Hand,1,Right_Hand,2.1305103302001958,2.3462765216827397,0.2157661914825439,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,241,0,Left_Hand,0,Left_Hand,0,Left_Hand,2.3517017364501958,2.329716205596924,-0.0219855308532714,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,242,1,Right_Hand,1,Right_Hand,1,Right_Hand,2.419343948364258,2.492538928985596,0.0731949806213378,True,True,3,3,Correct,Correct,Correct_to_Correct
A03,243,3,Tongue,3,Tongue,3,Tongue,1.9239294528961184,1.57592511177063,-0.3480043411254883,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,244,3,Tongue,3,Tongue,3,Tongue,2.790830373764038,2.569369316101074,-0.2214610576629638,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,245,1,Right_Hand,1,Right_Hand,1,Right_Hand,0.575420618057251,0.4728511571884155,-0.1025694608688354,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,246,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.6460559368133545,1.4162864685058594,-0.2297694683074951,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,247,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.021589994430542,1.073082447052002,0.0514924526214599,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,248,1,Right_Hand,0,Left_Hand,0,Left_Hand,-1.4086227416992188,-1.3703269958496094,0.0382957458496093,False,False,0,0,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,249,3,Tongue,3,Tongue,3,Tongue,2.6141128540039062,2.3191843032836914,-0.2949285507202148,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,250,3,Tongue,3,Tongue,3,Tongue,2.886340856552124,2.5504965782165527,-0.3358442783355713,True,True,1,2,Correct,Correct,Correct_to_Correct
A03,251,2,Feet,2,Feet,0,Left_Hand,0.1473923921585083,-0.2795812487602234,-0.4269736409187317,True,False,0,0,Correct,Incorrect,Correct_to_Incorrect
A03,252,3,Tongue,3,Tongue,3,Tongue,0.4759765267372131,0.1836706399917602,-0.2923058867454529,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,253,0,Left_Hand,0,Left_Hand,0,Left_Hand,1.322368621826172,1.456195592880249,0.1338269710540771,True,True,1,1,Correct,Correct,Correct_to_Correct
A03,254,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.793057203292847,1.9527596235275269,0.1597024202346801,True,True,3,2,Correct,Correct,Correct_to_Correct
A03,255,2,Feet,1,Right_Hand,1,Right_Hand,-0.739974856376648,-0.6895574331283569,0.050417423248291,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,256,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.0691685676574707,1.1857722997665403,0.1166037321090698,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,257,0,Left_Hand,0,Left_Hand,0,Left_Hand,1.0205492973327637,1.2447571754455566,0.2242078781127929,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,258,3,Tongue,3,Tongue,3,Tongue,1.6823101043701172,1.26580810546875,-0.4165019989013672,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,259,0,Left_Hand,0,Left_Hand,0,Left_Hand,0.9618704915046692,1.109799027442932,0.1479285359382629,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,260,3,Tongue,3,Tongue,3,Tongue,3.683990716934204,3.5838584899902344,-0.1001322269439697,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,261,0,Left_Hand,0,Left_Hand,0,Left_Hand,1.0937103033065796,1.2873375415802002,0.1936272382736206,True,True,1,1,Correct,Correct,Correct_to_Correct
A03,262,0,Left_Hand,0,Left_Hand,0,Left_Hand,1.4832056760787964,1.962113857269287,0.4789081811904907,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,263,0,Left_Hand,0,Left_Hand,0,Left_Hand,1.0161848068237305,1.229857325553894,0.2136725187301635,True,True,1,1,Correct,Correct,Correct_to_Correct
A03,264,2,Feet,1,Right_Hand,1,Right_Hand,-1.7510671615600586,-1.6262164115905762,0.1248507499694824,False,False,1,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,265,2,Feet,3,Tongue,1,Right_Hand,-0.3190124928951263,-0.2038431763648986,0.1151693165302276,False,False,3,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,266,3,Tongue,3,Tongue,3,Tongue,2.569204330444336,2.677275419235229,0.1080710887908935,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,267,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.7429014444351196,1.6661311388015747,-0.0767703056335449,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,268,2,Feet,0,Left_Hand,0,Left_Hand,-0.1068408489227294,-0.4348972737789154,-0.3280564248561859,False,False,0,0,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,269,3,Tongue,3,Tongue,3,Tongue,1.0983871221542358,0.982527792453766,-0.1158593297004699,True,True,2,2,Correct,Correct,Correct_to_Correct
A03,270,2,Feet,3,Tongue,3,Tongue,-1.1447094678878784,-1.0572271347045898,0.0874823331832885,False,False,3,3,Incorrect,Incorrect,Incorrect_to_Incorrect
A03,271,0,Left_Hand,0,Left_Hand,0,Left_Hand,1.3708031177520752,1.6351971626281738,0.2643940448760986,True,True,1,1,Correct,Correct,Correct_to_Correct
A03,272,2,Feet,3,Tongue,1,Right_Hand,-0.3229883909225464,-0.4890872836112976,-0.1660988926887512,False,False,3,1,Incorrect,Incorrect,Incorrect_to_Incorrect
A04,0,3,Tongue,3,Tongue,3,Tongue,1.050688862800598,0.6841945648193359,-0.3664942979812622,True,True,0,2,Correct,Correct,Correct_to_Correct
A04,1,2,Feet,2,Feet,2,Feet,0.8540331721305847,0.9884331226348876,0.1343999505043029,True,True,0,0,Correct,Correct,Correct_to_Correct
A04,2,1,Right_Hand,1,Right_Hand,1,Right_Hand,1.7038977146148682,1.7477240562438965,0.0438263416290283,True,True,0,0,Correct,Correct,Correct_to_Correct
A04,3,0,Left_Hand,0,Left_Hand,0,Left_Hand,0.5783143043518066,0.6782599687576294,0.0999456644058227,True,True,1,1,Correct,Correct,Correct_to_Correct
A04,4,0,Left_Hand,0,Left_Hand,0,Left_Hand,0.2681804597377777,0.3442858159542084,0.0761053562164306,True,True,1,1,Correct,Correct,Correct_to_Correct
A04,5,1,Right_Hand,0,Left_Hand,0,Left_Hand,-1.1250838041305542,-0.8032432794570923,0.3218405246734619,False,False,0,0,Incorrect,Incorrect,Incorrect_to_Incorrect
A04,6,2,Feet,0,Left_Hand,3,Tongue,-1.7188079357147217,-1.5915062427520752,0.1273016929626464,False,False,0,3,Incorrect,Incorrect,Incorrect_to_Incorrect
